epoch,d_loss,g_adv,clip_loss,g_total,steps
26,0.4977602234723002,4.635140658983218,0.7688583587509354,4.788912337200315,459
27,0.5560498505765836,4.393678685289063,0.7683128288628489,4.547341257138969,459
28,0.5143773989480046,4.308917393806453,0.7687770443804124,4.4626728069029085,459
29,0.5898378560875496,3.9882904231418452,0.7692955807662997,4.142149533841085,459
30,0.5995503577661411,3.740995319125959,0.7678131668915675,3.894557943790826,459
31,0.4176061428710007,5.4670224962411105,0.7693616440093595,5.620894821056353,459
32,0.49723161896589274,4.703093890401013,0.7696563897569195,4.8570251644047255,459
33,0.4953710670564689,5.038375168389485,0.7696869983652318,5.19231256147875,459
34,0.5717273002616201,4.065762776824644,0.7681180263396702,4.219386386066221,459
35,0.4139260806159516,5.580277993268696,0.7667281545844733,5.733623624367392,459
36,0.5111638849726949,4.71634106698379,0.7670690886075721,4.869754888003688,459
37,0.551998403272338,4.205521671990164,0.7688177744807241,4.359285227613511,459
38,0.5043451910055281,4.985592945988142,0.7670006117010428,5.138993062614616,459
39,0.45710205356539724,4.8556247200321785,0.7679351601985025,5.009211757603814,459
40,0.4825140418310311,4.958051163646391,0.764538650029625,5.1109588890293844,459
41,0.48528342445691425,5.0237380498634705,0.7655296695777793,5.176843983804998,459
42,0.5032982015272112,4.670379518553582,0.7665450919687359,4.823688541492346,459
43,0.3546972184529232,6.597809477309516,0.7624338474408734,6.75029624235656,459
44,0.37808391393399704,6.25470389104357,0.7721330337794517,6.409130490423547,459
45,0.3852932354463731,6.0709481519811295,0.7750369554511343,6.225955540837806,459
46,0.44504014748373844,4.590027339318219,0.7779930363812997,4.745625943010409,459
47,0.653937410684972,3.187824273940525,0.7698694340284095,3.3417981555259306,459
48,0.4851494409419872,4.77562139029077,0.7677305562823427,4.929167502456242,459
49,0.5608019739843921,3.92406701113144,0.7689949197447118,4.077865989639348,459
50,0.476798737036117,4.978906108468187,0.768595549665505,5.132625208960639,459
51,0.5374494867646876,4.161119370678671,0.7648841002408195,4.314096187714139,459
52,0.40752349537442195,5.702223036543736,0.7700425391623138,5.85623154660975,459
53,0.5026488642417267,4.536379666240127,0.7661411916768109,4.689607895667256,459
54,0.43995419553681914,5.859820819173763,0.7681841337343187,6.0134576405834785,459
55,0.4362091248071791,5.335874411275444,0.7676329820504115,5.489400998569522,459
56,0.4701638063314434,5.41346085928624,0.7666772540358416,5.566796323312913,459
57,0.4374900019376626,5.644614213951792,0.765712869972445,5.797756794361248,459
58,0.5185244083404541,4.394739885475641,0.7666939680093254,4.548078678012673,459
59,0.43252815023746366,5.658051631029914,0.7666919909271539,5.811390031916384,459
60,0.3967446268643689,6.781502129725122,0.7651876287782374,6.934539664285116,459
61,0.4331171896982297,5.882001665033286,0.7675894839052022,6.035519544725065,459
62,0.5093389082058842,4.802579544468383,0.7674604069952872,4.956071630931888,459
63,0.46274940185816976,5.244673255741726,0.7683585513391267,5.3983449602179014,459
64,0.50791261853216,5.111012803768021,0.7666658335781306,5.2643459637959795,459
65,0.40925897842918346,5.928666961219056,0.7661148278541814,6.081889929335102,459
66,0.3894430361282332,6.4435106419789765,0.7675732931280448,6.597025299383924,459
67,0.3811159415052867,6.246621582502893,0.7702964454694511,6.400680870272235,459
68,0.49418291741726444,5.2061749934371,0.7789235840955331,5.36195971048995,459
69,0.6218109337982269,3.5303736092088527,0.7671352266486174,3.683800651876495,459
70,0.5047862341461099,4.402528679189079,0.7658585698256566,4.5557004012053826,459
71,0.4723518605066021,5.393590616374754,0.7714792809455223,5.547886471862626,459
72,0.49587378684991323,4.446924039870825,0.771866595563286,4.60129735945097,459
73,0.421177261730165,5.574838327686251,0.7660653380786672,5.728051394938384,459
74,0.37917241876161695,6.769147379660659,0.7655465954788889,6.92225669243237,459
75,0.503359746244738,4.879828818223575,0.7668837863375678,5.033205587879505,459
76,0.46907084258293535,5.0271836176417235,0.7653907027119905,5.1802617512756965,459
77,0.37734699022016754,6.525009597178897,0.761791000179216,6.677367801370185,459
78,0.4026257914525491,5.851541810565525,0.7665304620800975,6.004847910149684,459
79,0.49424655888075403,4.953007333289045,0.7650760144709502,5.10602253883233,459
80,0.44727392842047614,5.5042679830574,0.7661047125953475,5.657488931757692,459
81,0.4341578090762261,5.525701993106497,0.7648816576191023,5.678678324409559,459
82,0.406850738787703,5.902070593470322,0.7657937175048463,6.055229340892991,459
83,0.3893681080253036,6.586739815722883,0.7627360848040362,6.739287034358854,459
84,0.3856136093731799,6.30010483844088,0.7678737506627517,6.453679589664235,459
85,0.588695165898026,4.288900298620361,0.76484258307351,4.441868819312592,459
86,0.45850206544716116,5.436474481958709,0.7628216385062224,5.589038818879844,459
87,0.3895347647547462,6.17020706309732,0.7707745597772868,6.324361974377518,459
88,0.41237916639947164,6.151923543747214,0.7663772593136706,6.305198998492787,459
89,0.41745826855204465,5.739252441718947,0.768900097195619,5.8930324600412956,459
90,0.435071426474191,6.3276835868301475,0.7673698565019761,6.481157569324269,459
91,0.5240347359434971,4.996253514991087,0.7664063959859295,5.1495348077454075,459
92,0.406560317493472,6.008667311247657,0.7659976073339874,6.161866828507068,459
93,0.3593635863598136,7.4707062706708385,0.7722554862629095,7.625157363014803,459
94,0.5120110229988764,4.560143196894453,0.769195338349976,4.713982261343979,459
95,0.45721794986257364,5.057766024063875,0.7646356653543859,5.210693153550682,459
96,0.5023806534042026,4.994435004678946,0.7662394792166151,5.147682897145971,459
97,0.4192625936729456,5.464724368649111,0.7648554087204611,5.617695448055766,459
98,0.38525580321002373,6.1035598321677815,0.7693211186945049,6.257424056140426,459
99,0.4314492787021437,5.244395972077363,0.7699318123019598,5.398382328564305,459
100,0.44707328892741066,5.403519696919227,0.7646371598856642,5.556447119754384,459
101,0.4729490228208322,5.189816930844633,0.766423307472844,5.343101595222041,459
102,0.41248221003931335,5.986290023347651,0.7644968791205379,6.1391894036908035,459
103,0.4395685675746735,5.614970159946184,0.7674721110620271,5.768464581509301,459
104,0.43432441645977543,5.637020689599654,0.7642535488070485,5.789871401256985,459
105,0.3450341413613238,7.469320077262413,0.764543166477436,7.622228707623118,459
106,0.43551359333763456,6.113483505830786,0.7669491632831382,6.266873332280219,459
107,0.536623561693952,4.6011546138584745,0.765837775855802,4.754322166536369,459
108,0.441501622690874,5.639886230035545,0.7653154471081586,5.792949313042211,459
109,0.36060127745786263,7.303121330561461,0.7628249268905789,7.455686322484401,459
110,0.4025905704965778,7.06816836847459,0.7664656092398566,7.221461498659421,459
111,0.4088280910630112,5.781364700633197,0.7642800045688687,5.934220705936157,459
112,0.3854377709312896,6.34851383448686,0.7661015229027776,6.501734135197658,459
113,0.4012360426075838,6.318283261102269,0.7650321161045748,6.471289688335784,459
114,0.4731947653044283,5.06873733298711,0.7642605915048802,5.221589445808095,459
115,0.37777366078497276,6.4886846981926425,0.7643332422948351,6.641551353183448,459
116,0.40045435411737895,6.030746184922512,0.7624210049124325,6.183230365283609,459
117,0.4667341979890088,5.315417324665585,0.7657023890345704,5.4685578063162845,459
118,0.3627952006128099,7.0666300725833,0.7628440240109928,7.2191988803722245,459
119,0.42883523253314115,5.956686433493961,0.7653982015996198,6.109766079449706,459
120,0.44355611863479116,6.32763130316807,0.7649962622875222,6.480630544535734,459
121,0.46729616811072905,5.161270229515167,0.7628133364492512,5.3138328998436855,459
122,0.3633097332936746,6.366738277193249,0.761443451079408,6.519026971071114,459
123,0.4057904411115418,6.512351064640453,0.767391191848223,6.665829309191319,459
124,0.4361650973623355,5.9872227814332595,0.7621453734264914,6.139651850677524,459
125,0.3934845395856953,6.837504721674784,0.7669151772081463,6.990887748389982,459
126,0.47153658401992066,5.694880342171862,0.7622819202657878,5.847336714433949,459
127,0.37475115723080105,6.6806679196607055,0.763217327251933,6.8333113758392585,459
128,0.3401938068451185,8.307126072237434,0.7656079326839489,8.460247647528554,459
129,0.4629074889590278,5.9903593660050225,0.7677865764674019,6.143916684038499,459
130,0.41069071842174903,6.139335711407505,0.7671611934965212,6.292767950522355,459
131,0.4434882778357836,5.783162081942839,0.7658842472209391,5.936338935282755,459
132,0.3517470094892714,7.362356735470508,0.7631567358191497,7.514988071258811,459
133,0.43226031403915555,5.956201775660961,0.7661805937233054,6.109437896145715,459
134,0.3528265791391236,7.578600834137993,0.7645261098097093,7.731506049503168,459
135,0.4054423526481346,6.843208011978332,0.7669509360992831,6.996598194367485,459
136,0.3395740058686998,8.11937799432958,0.7631727458345084,8.272012561494748,459
137,0.34061030228672984,8.473097181008532,0.7644272723229103,8.625982630486583,459
138,0.5439153325323965,4.592816638401131,0.7667887953631499,4.746174400927973,459
139,0.3872982793384128,6.629009056649696,0.7653878213013958,6.782086620273673,459
140,0.43246967840558304,4.944233359334775,0.7665096356458394,5.097535288931238,459
141,0.40726246326057997,5.746108525718739,0.7673027255696149,5.899569068339396,459
142,0.3711880082528316,7.143384681547909,0.7719561743320723,7.297775920439909,459
143,0.4631770716123851,5.120488061754273,0.7654975729310695,5.273587588910703,459
144,0.42878531546114834,5.666884393343998,0.7664018560338903,5.82016476683627,459
145,0.3825961781872643,6.721233623739422,0.7657826584408746,6.874390164491658,459
146,0.4057031427073842,6.24081080892247,0.76385327868472,6.393581459205395,459
147,0.3822390547505132,6.246673700336797,0.7632128392429394,6.399316268029556,459
148,0.4285966006629088,5.467384971564631,0.7654801686345103,5.6204810004868015,459
149,0.45755889583257287,5.147622528289139,0.7608904343804502,5.299800611009784,459
150,0.3740801111285723,6.373040526520972,0.7640256114255369,6.525845649715083,459
151,0.4838105173282374,5.181712772591701,0.764580557159349,5.3346288817121055,459
152,0.4354127142943588,5.633559893548878,0.7647866557366448,5.7865172197356465,459
153,0.3511088677481109,7.172442372847746,0.7658888671652684,7.3256201396061185,459
154,0.37688114024974684,7.045932260214114,0.7665881579478062,7.199249898945844,459
155,0.34358079780160994,6.9683916397344055,0.763157105004346,7.121023045126389,459
156,0.39853331992049623,6.157349705696106,0.766329828950055,6.310615674862415,459
157,0.4694350849439376,5.289540624371801,0.7652802064787588,5.442596674874458,459
158,0.40049579057818147,6.210674846159347,0.7646767175015801,6.36361019258146,459
159,0.4260295053582825,5.673822117786782,0.7680622567798058,5.827434574077332,459
160,0.3698633391093584,6.736928460904456,0.7619951592031907,6.8893274938878415,459
161,0.3687735138895205,7.006510682095629,0.7633869809003178,7.159188070458264,459
162,0.44743252625132957,5.798064041436368,0.7687761464150124,5.951819264680991,459
163,0.36145273324970584,6.6203220477550895,0.7660612608093063,6.773534296125109,459
164,0.38508197067869515,7.059705086912724,0.7666804565843154,7.2130411697109285,459
165,0.3440844686722184,7.410338451140327,0.7667150363683181,7.5636814570375,459
166,0.5233625559895126,5.367686599752742,0.7660710607738537,5.520900816569401,459
167,0.3820300206769266,6.368422277872339,0.7604714550224005,6.5205165625657395,459
168,0.39777141861406545,6.23201026661983,0.7643377499123285,6.3848778066552025,459
169,0.42777469949005476,6.092457504443873,0.7671762685370601,6.245892750152056,459
170,0.44162824379852395,6.611967726860171,0.7671748546473601,6.765402690257901,459
171,0.3450008945657277,6.685846541442123,0.772321240185133,6.840310776155759,459
172,0.4859273043463173,5.446459814159439,0.7663287226930423,5.5997255523739815,459
173,0.4064658910101016,5.684357897128934,0.7674835243775694,5.837854590810721,459
174,0.3591184717377806,7.296821847200913,0.7641679499144128,7.449655456480637,459
175,0.3462600301553481,8.162156856137942,0.7656444355293557,8.315285755917916,459
176,0.4473894239770561,6.163134148307875,0.762963149412525,6.315726781852365,459
177,0.3517385816002723,7.5832618436003045,0.7623479845477086,7.735731426667025,459
178,0.49930598961761574,5.003087541506441,0.7650260992818928,5.156092760090215,459
179,0.36835500558996515,6.675954576151563,0.7641083246222768,6.8287762307393525,459
180,0.39973403003740415,6.414202145501679,0.7668853217739945,6.567579202013078,459
181,0.3887584571095593,6.431665830103141,0.7653828156799533,6.584742373241059,459
182,0.3954002687744066,6.4742150211905605,0.766882134938292,6.627591444516234,459
183,0.4111274023071613,5.911797591414067,0.764588024881151,6.064715197143472,459
184,0.34535924561143183,7.996159886482754,0.7685881112915238,8.149877503546755,459
185,0.3574487474099743,6.994656432947562,0.7664977583490425,7.147955986409405,459
186,0.3587944692645977,7.403840384971602,0.7706022466449696,7.557960806588981,459
187,0.4308248534960944,5.764752892497318,0.7705551205377433,5.918863910995018,459
188,0.5183229419790322,3.9921159937101254,0.7655437573108798,4.145224748743385,459
189,0.5132487044225331,4.247174845996246,0.7660650645985323,4.40038785163094,459
190,0.3846594501035146,6.401018840814728,0.7649645291122735,6.5540117513639995,459
191,0.3816595232694497,6.53188494828272,0.7622320698756798,6.68433136540041,459
192,0.36997098801961914,7.103090276645419,0.7663590523672,7.256362075120016,459
193,0.4473131424980745,5.238964646730028,0.767691786902143,5.3925029947087655,459
194,0.3534690633188925,6.9963767403870625,0.7656678467794181,7.149510306210819,459
195,0.34739049678274747,8.006636082996211,0.7674100153586444,8.160118079133543,459
196,0.49008290187206144,5.462987366260267,0.7687623350189142,5.616739816655261,459
197,0.358653823080146,6.583046064917038,0.7704003206525233,6.7371261423709345,459
198,0.3883284743315254,5.152436048636509,0.7708824388601682,5.30661254095356,459
199,0.3904958517333261,5.998604209204904,0.7716080178882042,6.152925825586506,459
200,0.3562268204418922,6.962106509406063,0.7633806457966241,7.114782646590588,459
